PM2.5,PM10,So2,No2,Co,O3
23,40,6,9,0.48,93
20,39,6,11,0.50,84
25,46,7,13,0.54,99
17,22,5,9,0.48,68
12,19,5,11,0.53,56
19,27,6,11,0.40,77
18,34,6,13,0.39,88
26,43,6,11,0.43,96
44,74,8,16,0.73,125
34,64,9,16,0.64,153
21,42,8,12,0.39,118
31,59,7,13,0.53,112
54,71,5,17,0.83,57
22,37,5,15,0.54,66
20,53,6,19,0.42,91
21,65,10,23,0.55,120
30,76,8,23,0.63,107
21,35,6,15,0.49,88
19,47,8,17,0.33,79
19,40,7,21,0.38,87
22,49,7,21,0.37,103
32,68,8,32,0.47,77
26,51,7,23,0.43,89
30,60,7,23,0.55,92
30,50,5,25,0.47,66
21,38,5,16,0.40,80
30,51,5,17,0.41,84
55,85,6,17,0.57,91
47,79,6,22,0.65,41
22,35,5,18,0.54,35
36,65,6,21,0.77,48
24,33,5,17,1.03,55
20,34,5,17,0.80,55
18,49,6,24,0.49,70
22,58,6,26,0.49,95
37,88,11,28,0.65,120
37,61,6,15,0.53,103
52,70,5,18,0.60,61
32,51,6,19,0.40,89
36,59,6,22,0.45,86
19,52,5,26,0.39,73
25,61,9,24,0.44,91
15,40,9,20,0.36,76
18,39,6,24,0.41,78
22,46,6,27,0.43,89
30,63,8,27,0.50,105
38,80,8,32,0.63,112
46,88,8,35,0.63,127
53,99,11,39,0.69,133
58,106,9,39,0.86,127
54,101,9,27,0.73,97
29,79,8,31,0.50,74
24,56,6,24,0.53,85
26,60,8,26,0.46,100
43,85,9,39,0.59,100
35,49,4,24,0.50,77
66,80,4,34,0.70,21
58,73,4,32,0.60,63
72,99,6,32,0.74,80
63,90,6,29,0.62,81
26,52,6,22,0.35,70
37,72,7,34,0.52,54
54,80,6,42,0.66,28
62,91,8,33,0.72,59
44,81,7,32,0.68,68
37,77,7,25,0.63,91
35,48,4,20,0.63,61
28,60,5,27,0.56,44
21,49,5,25,0.43,53
22,51,6,28,0.47,72
24,49,6,29,0.49,62
29,62,8,34,0.61,65
52,102,9,39,0.72,76
50,86,9,38,0.62,89
44,76,8,37,0.58,84
41,74,7,43,0.70,71
70,108,10,40,0.79,85
60,76,5,29,0.89,19
26,22,3,20,0.63,34
44,55,3,25,0.58,31
33,41,4,17,0.55,50
33,42,6,27,0.78,56
51,69,6,39,0.86,20
97,119,5,38,0.90,50
116,143,5,42,1.08,36
59,84,4,42,1.04,32
64,97,5,39,0.78,36
76,107,7,34,0.77,49
87,125,4,29,0.85,28
55,74,4,34,0.72,13
41,59,5,28,0.73,27
31,48,5,22,0.60,47
40,58,5,29,0.79,55
109,156,11,44,1.27,37
76,116,7,37,1.08,39
55,89,9,29,0.71,83
121,174,10,48,1.21,51
125,180,7,46,1.22,57
71,105,7,40,0.91,79
92,190,10,44,1.04,56
137,284,10,52,1.31,51
209,337,5,44,1.51,30
240,421,4,45,1.67,25
167,319,4,45,1.61,10
103,139,4,48,1.80,3
108,195,6,47,2.06,9
67,233,5,28,0.70,36
36,96,4,26,0.56,22
45,69,3,30,0.67,23
