PM2.5,PM10,So2,No2,Co,O3
31,46,10,14,0.69,107
21,39,10,12,0.66,101
14,31,11,11,0.68,82
19,36,10,12,0.66,78
17,34,12,12,0.67,94
17,30,11,11,0.77,109
21,39,9,10,0.84,127
28,47,12,14,0.89,87
32,52,11,12,0.97,107
38,61,10,13,1.02,127
38,65,11,16,0.97,123
29,54,11,13,0.82,99
33,51,11,13,1.02,87
14,29,11,13,0.83,70
12,34,10,19,0.66,74
16,40,12,14,0.68,97
24,53,12,18,0.82,79
12,31,10,12,0.69,54
14,38,12,13,0.65,57
16,37,12,16,0.79,65
21,46,13,15,0.89,88
21,43,10,13,0.90,104
23,45,11,13,1.02,91
34,63,14,23,1.08,76
37,67,11,21,1.02,66
35,55,10,21,0.87,49
12,28,10,14,0.86,44
9,25,7,14,0.86,49
17,35,8,20,0.77,43
11,27,7,26,0.91,36
14,29,8,17,1.06,26
9,25,8,13,0.89,43
9,30,10,12,0.75,56
15,41,11,14,0.64,59
22,53,12,16,0.62,78
33,79,15,23,0.79,101
26,49,9,16,0.75,76
14,29,8,16,0.66,63
24,45,8,23,0.78,35
18,42,8,14,0.65,39
16,46,9,17,0.63,40
17,44,10,17,0.63,49
12,32,12,15,0.59,55
12,28,11,14,0.54,51
15,34,10,18,0.60,44
18,37,11,18,0.65,62
25,47,14,18,0.72,90
25,48,12,20,0.74,84
37,67,17,25,0.88,78
41,67,11,19,0.88,62
28,52,10,17,0.71,66
15,43,12,20,0.57,62
19,46,14,23,0.66,70
25,57,15,24,0.76,81
36,70,17,29,0.80,73
35,64,14,22,0.80,72
33,62,14,26,0.83,71
34,59,12,22,0.77,70
42,69,10,23,0.86,79
55,82,10,23,0.95,97
27,55,13,27,0.73,55
28,55,10,26,0.81,38
26,44,9,21,0.84,38
20,38,10,22,0.88,39
29,68,12,27,0.85,52
37,84,15,28,0.91,59
36,74,13,27,0.80,47
20,54,9,22,0.62,46
18,54,15,29,0.64,45
16,52,12,22,0.67,55
15,43,11,19,0.62,60
15,47,12,22,0.63,58
18,53,12,28,0.65,59
37,81,16,32,0.86,81
46,92,17,36,0.94,88
43,83,15,36,0.92,82
49,89,12,34,0.94,56
22,42,8,19,0.74,27
8,25,9,18,0.86,27
16,33,8,18,0.79,31
17,37,9,17,0.70,37
23,45,12,18,0.70,34
26,45,9,24,0.87,26
21,42,11,23,0.88,32
32,58,9,23,0.99,40
44,70,8,23,1.00,49
58,87,9,34,1.04,34
45,71,11,26,0.96,38
25,47,8,23,0.88,25
18,34,8,22,0.73,24
13,32,8,16,0.56,45
15,42,11,22,0.66,29
21,49,11,24,0.71,21
24,57,12,26,0.68,37
31,75,15,31,0.78,22
31,67,10,28,0.92,29
38,76,13,30,0.91,38
41,74,11,32,0.92,35
31,65,11,30,0.87,40
57,191,12,38,0.91,29
61,186,13,36,1.00,33
79,186,15,31,1.10,50
185,344,14,45,1.78,35
114,199,10,33,1.60,39
57,90,13,28,1.60,29
60,166,9,23,1.07,21
57,217,11,24,0.80,27
