PM2.5,PM10,So2,No2,Co,O3
14,38,4,8,0.46,70
14,32,5,10,0.49,100
18,45,5,10,0.51,89
16,33,5,8,0.49,105
20,40,5,12,0.54,102
16,37,5,13,0.56,44
7,23,5,8,0.41,37
8,24,5,14,0.48,28
7,26,5,7,0.49,62
14,34,5,10,0.60,69
12,35,6,11,0.62,59
15,31,5,9,0.51,46
24,59,8,17,0.66,75
7,24,5,8,0.47,39
9,27,5,8,0.50,51
12,26,5,10,0.58,31
8,20,5,9,0.50,34
5,17,5,5,0.38,30
7,24,4,9,0.44,28
7,16,5,7,0.37,36
7,18,5,8,0.41,32
8,20,6,7,0.40,27
6,17,6,6,0.35,28
6,15,6,7,0.38,28
9,20,6,9,0.39,35
10,40,6,10,0.42,41
9,19,5,8,0.43,39
10,27,5,8,0.42,50
11,25,5,12,0.49,25
15,32,6,14,0.61,34
8,23,5,12,0.60,29
7,18,5,8,0.40,29
8,27,5,8,0.43,30
9,21,5,7,0.35,35
8,18,5,7,0.35,36
6,19,5,6,0.33,29
6,19,5,5,0.31,42
8,21,5,10,0.39,43
10,26,5,8,0.39,49
11,27,5,7,0.40,52
16,33,5,11,0.44,51
17,37,6,11,0.45,58
15,29,6,7,0.44,57
14,31,6,8,0.43,58
12,28,7,8,0.43,55
7,18,6,8,0.48,50
7,21,6,9,0.48,46
9,26,6,8,0.43,45
11,26,6,12,0.48,43
9,22,6,10,0.50,42
13,28,7,12,0.54,37
11,25,6,9,0.49,39
12,25,7,10,0.54,40
7,18,8,15,0.61,31
6,22,4,9,0.51,36
6,20,5,9,0.58,35
5,20,5,8,0.59,38
8,21,4,7,0.58,43
10,24,5,8,0.56,50
10,25,5,7,0.59,52
15,28,5,8,0.58,47
16,28,5,8,0.55,46
13,24,5,8,0.57,38
13,31,5,9,0.62,40
14,27,5,11,0.66,39
13,26,5,8,0.64,42
13,28,4,8,0.55,45
15,24,3,9,0.54,45
16,31,4,12,0.58,44
21,40,4,17,0.70,36
17,35,4,16,0.69,40
18,45,4,16,0.71,38
11,19,3,5,0.62,59
10,24,4,8,0.61,51
17,29,4,9,0.71,60
18,33,4,10,0.66,54
15,23,3,11,0.65,57
16,28,3,14,0.69,57
18,31,4,13,0.73,56
22,34,4,11,0.71,62
20,31,4,11,0.56,58
18,30,4,10,0.63,47
16,26,4,11,0.60,50
10,15,4,14,0.49,54
13,25,5,10,0.60,55
14,25,4,12,0.60,59
13,26,4,11,0.66,53
13,24,4,9,0.63,50
14,28,4,12,0.58,56
22,44,4,11,0.58,66
37,58,5,12,0.70,72
39,54,5,13,0.73,66
28,41,4,9,0.69,67
22,38,5,11,0.71,65
18,35,5,12,0.63,60
14,32,4,13,0.58,52
13,27,4,11,0.58,55
17,33,4,13,0.64,57
22,42,4,14,0.70,60
18,36,5,13,0.70,54
18,35,5,13,0.73,60
19,37,5,13,0.66,60
16,30,4,10,0.51,54
15,33,4,11,0.46,51
16,27,4,9,0.45,56
12,29,4,10,0.41,56
12,28,4,15,0.47,53
14,31,4,21,0.55,47
17,32,5,20,0.53,47
20,39,4,18,0.49,46
15,31,4,16,0.43,36
11,28,4,16,0.45,39
12,26,4,15,0.42,51
16,30,5,17,0.48,46
21,37,5,20,0.57,34
17,31,7,15,0.46,51
23,44,6,27,0.53,34
16,31,5,17,0.49,35
15,31,5,15,0.49,36
19,40,5,17,0.55,50
22,41,6,23,0.61,36
7,18,6,6,0.45,48
11,23,5,11,0.49,46
12,22,5,13,0.53,47
22,40,6,17,0.58,41
18,34,5,11,0.48,51
14,28,5,13,0.40,69
18,32,5,19,0.52,54
